Name of Owner,Address,AccountNum,Debt Date Incurred,Basis for Claim,Contigent,Unliquidated,Disputed,offset,Total Claim,Page Number
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$3,306.31",66
Name on File,Address on File,on File,4/2/2021,Retail Crypto‐Backed Loan,,,,Y,"$7,941.09",66
Name on File,Address on File,on File,4/24/2021,BPC Open and/or Term Loan,,,,,$3.50,66
Name on File,Address on File,on File,4/24/2021,Retail Crypto‐Backed Loan,,,,Y,"$85,661.94",66
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,66
Name on File,Address on File,on File,8/15/2022,Retail Crypto‐Backed Loan,,,,Y,"$131,433.09",66
Name on File,Address on File,on File,3/25/2021,Retail Crypto‐Backed Loan,,,,Y,"$21,788.16",66
Name on File,Address on File,on File,2/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$4,799.60",66
Name on File,Address on File,on File,7/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$19,337.32",66
Name on File,Address on File,on File,10/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$6,823.95",66
Name on File,Address on File,on File,3/15/2021,Retail Crypto‐Backed Loan,,,,Y,"$936,074.27",66
Name on File,Address on File,on File,2/27/2021,Retail Crypto‐Backed Loan,,,,Y,"$32,505.63",66
Name on File,Address on File,on File,5/8/2020,Retail Crypto‐Backed Loan,,,,Y,"$74,224.85",66
Name on File,Address on File,on File,7/28/2020,Retail Crypto‐Backed Loan,,,,Y,"$28,847.21",66
Name on File,Address on File,on File,12/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$39,663.93",66
Name on File,Address on File,on File,4/27/2020,Retail Crypto‐Backed Loan,,,,Y,"$6,666.38",66
Name on File,Address on File,on File,12/29/2020,Retail Crypto‐Backed Loan,,,,Y,"$2,199.42",66
Name on File,Address on File,on File,2/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$49,994.52",67
Name on File,Address on File,on File,6/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$453,128.15",67
Name on File,Address on File,on File,12/1/2020,Retail Crypto‐Backed Loan,,,,Y,"$16,530.43",67
Name on File,Address on File,on File,9/12/2019,Retail Crypto‐Backed Loan,,,,Y,"$10,942.38",67
Name on File,Address on File,on File,2/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$77,035.49",67
Name on File,Address on File,on File,4/11/2022,Retail Crypto‐Backed Loan,,,,Y,$891.79,67
Name on File,Address on File,on File,4/18/2021,Retail Crypto‐Backed Loan,,,,Y,"$3,057.86",67
Name on File,Address on File,on File,4/27/2021,Retail Crypto‐Backed Loan,,,,Y,"$7,019.10",67
Name on File,Address on File,on File,11/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$9,662.58",67
Name on File,Address on File,on File,10/26/2021,Retail Crypto‐Backed Loan,,,,Y,$143.82,67
Name on File,Address on File,on File,12/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$13,110.90",67
Name on File,Address on File,on File,2/12/2021,Retail Crypto‐Backed Loan,,,,Y,"$17,421.77",67
Name on File,Address on File,on File,9/18/2020,BPC Open and/or Term Loan,,,,,"$174,227.65",67
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$32.56,67
Name on File,Address on File,on File,11/26/2020,Retail Crypto‐Backed Loan,,,,Y,"$43,594.95",67
Name on File,Address on File,on File,5/30/2020,Retail Crypto‐Backed Loan,,,,Y,"$10,067.50",67
Name on File,Address on File,on File,12/28/2020,Retail Crypto‐Backed Loan,,,,Y,"$194,105.03",67
Name on File,Address on File,on File,1/1/2021,Retail Crypto‐Backed Loan,,,,Y,"$4,479.52",67
Name on File,Address on File,on File,2/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,835.67",67
Name on File,Address on File,on File,1/2/2021,Retail Crypto‐Backed Loan,,,,Y,"$9,338.57",67
Name on File,Address on File,on File,9/10/2020,Retail Crypto‐Backed Loan,,,,Y,"$52,163.96",67
Name on File,Address on File,on File,9/18/2020,BPC Open and/or Term Loan,,,,,$22.18,67
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.02,67
Name on File,Address on File,on File,4/25/2020,Retail Crypto‐Backed Loan,,,,Y,"$52,650.08",67
Name on File,Address on File,on File,12/29/2020,Retail Crypto‐Backed Loan,,,,Y,"$9,392.59",67
Name on File,Address on File,on File,4/10/2022,Retail Crypto‐Backed Loan,,,,Y,"$1,708.64",67
Name on File,Address on File,on File,8/21/2019,BPC Open and/or Term Loan,,,,,"$65,944.44",67
Name on File,Address on File,on File,8/21/2019,Retail Crypto‐Backed Loan,,,,Y,"$186,696.58",67
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$47.93,67
Name on File,Address on File,on File,11/5/2020,Retail Crypto‐Backed Loan,,,,Y,"$26,092.14",67
Name on File,Address on File,on File,11/21/2020,Retail Crypto‐Backed Loan,,,,Y,"$22,040.57",67
Name on File,Address on File,on File,11/11/2021,Retail Crypto‐Backed Loan,,,,Y,"$21,430.53",67
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$16.29,67
Name on File,Address on File,on File,10/13/2020,Retail Crypto‐Backed Loan,,,,Y,"$17,340.74",67
Name on File,Address on File,on File,4/18/2020,Retail Crypto‐Backed Loan,,,,Y,"$1,541.47",67
Name on File,Address on File,on File,12/31/2020,Retail Crypto‐Backed Loan,,,,Y,"$19,919.28",67
Name on File,Address on File,on File,2/10/2021,Retail Crypto‐Backed Loan,,,,Y,"$114,170.22",67
Name on File,Address on File,on File,1/31/2021,Retail Crypto‐Backed Loan,,,,Y,"$16,045.38",67
Name on File,Address on File,on File,8/20/2020,Retail Crypto‐Backed Loan,,,,Y,"$13,692.09",67
Name on File,Address on File,on File,7/30/2020,BPC Open and/or Term Loan,,,,,"$405,885.84",67
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.77,67
Name on File,Address on File,on File,10/28/2020,Retail Crypto‐Backed Loan,,,,Y,"$1,185.25",67
Name on File,Address on File,on File,3/11/2021,BPC Open and/or Term Loan,,,,,"$14,524.26",67
Name on File,Address on File,on File,3/11/2021,Retail Crypto‐Backed Loan,,,,Y,"$266,953.58",67
Name on File,Address on File,on File,3/10/2021,Retail Crypto‐Backed Loan,,,,Y,"$28,036.90",67
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$1.83,67
Name on File,Address on File,on File,3/24/2019,Retail Crypto‐Backed Loan,,,,Y,"$506,854.71",67
Name on File,Address on File,on File,12/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$21,068.19",67
Name on File,Address on File,on File,2/1/2021,Retail Crypto‐Backed Loan,,,,Y,"$25,632.59",67
Name on File,Address on File,on File,3/24/2019,Retail Crypto‐Backed Loan,Y,Y,Y,,Unknown,67
Name on File,Address on File,on File,2/9/2021,BPC Open and/or Term Loan,,,,,$221.80,67
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.23,67
Name on File,Address on File,on File,3/23/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,366.30",67
Name on File,Address on File,on File,1/6/2020,Retail Crypto‐Backed Loan,,,,Y,"$55,460.87",67
Name on File,Address on File,on File,10/28/2021,BPC Open and/or Term Loan,,,,,"$2,071.86",67
Name on File,Address on File,on File,10/28/2021,Retail Crypto‐Backed Loan,,,,Y,"$852,464.83",67
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$5.19,67
Name on File,Address on File,on File,6/29/2019,Retail Crypto‐Backed Loan,,,,Y,"$30,954.03",67
Name on File,Address on File,on File,6/14/2020,Retail Crypto‐Backed Loan,,,,Y,"$25,215.32",67
Name on File,Address on File,on File,1/16/2021,Retail Crypto‐Backed Loan,,,,Y,"$9,788.83",67
Name on File,Address on File,on File,4/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$68,213.10",67
"Georgia Division of Securities & Charities, Secretary of State",2 Martin Luther King Jr. Drive SE Suite 317 West Tower Atlanta GA 30334,1012,03/11/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",68
Name on File,Address on File,on File,1/21/2021,Retail Crypto‐Backed Loan,,,,Y,"$52,022.22",68
Name on File,Address on File,on File,2/1/2020,BPC Open and/or Term Loan,,,,,"$374,630.70",68
Name on File,Address on File,on File,2/1/2020,Retail Crypto‐Backed Loan,,,,Y,"$154,992.37",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$310.76,68
Name on File,Address on File,on File,1/13/2021,Retail Crypto‐Backed Loan,,,,Y,"$17,241.79",68
Name on File,Address on File,on File,2/21/2021,Retail Crypto‐Backed Loan,,,,Y,"$4,395.42",68
Name on File,Address on File,on File,12/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$5,762.50",68
Name on File,Address on File,on File,2/6/2021,BPC Open and/or Term Loan,,,,,"$21,887.84",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$268.06,68
Name on File,Address on File,on File,12/5/2020,Retail Crypto‐Backed Loan,,,,Y,"$41,745.44",68
Name on File,Address on File,on File,8/25/2021,Institutional Loan,Y,Y,Y,Y,"$1,173,364.00",68
Name on File,Address on File,on File,5/28/2021,Retail Crypto‐Backed Loan,,,,Y,$387.80,68
Name on File,Address on File,on File,3/31/2020,BPC Open and/or Term Loan,,,,,$2.67,68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$375.33,68
Name on File,Address on File,on File,12/10/2019,Retail Crypto‐Backed Loan,,,,Y,"$41,540.58",68
Name on File,Address on File,on File,8/8/2021,BPC Open and/or Term Loan,,,,,"$1,553,471.72",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$4,279.75",68
Name on File,Address on File,on File,12/4/2020,Retail Crypto‐Backed Loan,,,,Y,"$6,320.46",68
Name on File,Address on File,on File,7/8/2021,Institutional Loan,Y,Y,Y,Y,"$14,569,930.00",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$93.01,68
Name on File,Address on File,on File,3/3/2020,Retail Crypto‐Backed Loan,,,,Y,"$15,233.92",68
Name on File,Address on File,on File,9/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$16,465.60",68
Government of the US Virgin Islands,5049 Kongens Gade St. Thomas VI 00802,2001,08/12/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$1,360.96",68
Name on File,Address on File,on File,2/2/2021,BPC Open and/or Term Loan,,,,,$6.00,68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$122.04,68
Name on File,Address on File,on File,2/12/2021,Retail Crypto‐Backed Loan,,,,Y,"$21,878.51",68
Name on File,Address on File,on File,5/10/2022,Retail Crypto‐Backed Loan,,,,Y,"$2,191.32",68
Name on File,Address on File,on File,3/11/2021,Retail Crypto‐Backed Loan,,,,Y,"$15,648.61",68
Name on File,Address on File,on File,1/4/2021,Retail Crypto‐Backed Loan,,,,Y,"$399,485.30",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$34.88,68
Name on File,Address on File,on File,12/29/2020,Retail Crypto‐Backed Loan,,,,Y,"$60,638.12",68
Name on File,Address on File,on File,1/6/2020,Retail Crypto‐Backed Loan,,,,Y,"$3,832.04",68
Name on File,Address on File,on File,1/28/2021,BPC Open and/or Term Loan,,,,,$22.47,68
Name on File,Address on File,on File,1/28/2021,Retail Crypto‐Backed Loan,,,,Y,"$511,622.57",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.06,68
Name on File,Address on File,on File,4/19/2021,Retail Crypto‐Backed Loan,,,,Y,"$8,997.54",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$8.55,68
Name on File,Address on File,on File,12/7/2020,BPC Open and/or Term Loan,,,,,$0.07,68
Name on File,Address on File,on File,2/21/2021,BPC Open and/or Term Loan,,,,,$19.08,68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.07,68
Name on File,Address on File,on File,1/12/2021,Retail Crypto‐Backed Loan,,,,Y,"$7,607.73",68
Name on File,Address on File,on File,4/24/2021,BPC Open and/or Term Loan,,,,,"$232,485.18",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$36.99,68
Name on File,Address on File,on File,6/25/2019,Retail Crypto‐Backed Loan,,,,Y,"$78,243.90",68
Name on File,Address on File,on File,2/20/2021,Retail Crypto‐Backed Loan,,,,Y,"$12,706.47",68
Name on File,Address on File,on File,2/10/2021,Retail Crypto‐Backed Loan,,,,Y,"$22,688.82",68
Name on File,Address on File,on File,11/4/2021,Retail Crypto‐Backed Loan,,,,Y,"$37,049.33",68
Name on File,Address on File,on File,12/24/2020,Retail Crypto‐Backed Loan,,,,Y,"$29,465.85",68
Name on File,Address on File,on File,2/10/2021,Retail Crypto‐Backed Loan,,,,Y,"$20,286.18",68
Name on File,Address on File,on File,5/26/2021,Retail Crypto‐Backed Loan,,,,Y,"$26,254.21",68
Name on File,Address on File,on File,1/19/2021,Retail Crypto‐Backed Loan,,,,Y,"$25,544.32",68
Name on File,Address on File,on File,3/1/2021,BPC Open and/or Term Loan,,,,,"$1,849.45",68
Name on File,Address on File,on File,3/1/2021,Retail Crypto‐Backed Loan,,,,Y,"$504,304.88",68
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$4.87,68
Name on File,Address on File,on File,3/24/2021,Retail Crypto‐Backed Loan,,,,Y,"$37,274.49",68
Name on File,Address on File,on File,2/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,956.17",68
Name on File,Address on File,on File,5/6/2020,Retail Crypto‐Backed Loan,,,,Y,"$57,547.58",68
Name on File,Address on File,on File,9/18/2019,Retail Crypto‐Backed Loan,,,,Y,"$18,318.59",68
Name on File,Address on File,on File,5/25/2021,Retail Crypto‐Backed Loan,,,,Y,"$38,133.73",69
Name on File,Address on File,on File,12/1/2020,Retail Crypto‐Backed Loan,,,,Y,"$14,387.82",69
Name on File,Address on File,on File,3/6/2019,Retail Crypto‐Backed Loan,,,,Y,"$51,925.78",69
Name on File,Address on File,on File,12/28/2020,Retail Crypto‐Backed Loan,,,,Y,"$322,483.24",69
Name on File,Address on File,on File,2/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$17,487.53",69
Name on File,Address on File,on File,12/26/2020,Retail Crypto‐Backed Loan,,,,Y,"$196,440.36",69
Name on File,Address on File,on File,6/10/2020,Retail Crypto‐Backed Loan,,,,Y,"$35,550.50",69
Name on File,Address on File,on File,3/12/2021,Retail Crypto‐Backed Loan,,,,Y,"$7,069.29",69
Name on File,Address on File,on File,4/28/2021,Retail Crypto‐Backed Loan,,,,Y,"$7,072.47",69
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$240.15,69
Name on File,Address on File,on File,10/22/2020,Retail Crypto‐Backed Loan,,,,Y,"$33,222.92",69
Name on File,Address on File,on File,5/9/2020,Retail Crypto‐Backed Loan,,,,Y,"$35,111.63",69
Name on File,Address on File,on File,2/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$13,092.19",69
Name on File,Address on File,on File,2/20/2021,BPC Open and/or Term Loan,,,,,"$558,847.39",69
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$2,595.76",69
Name on File,Address on File,on File,2/20/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,303.00",69
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$12.44,69
Name on File,Address on File,on File,4/20/2022,BPC Open and/or Term Loan,,,,,$6.35,69
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.03,69
Name on File,Address on File,on File,5/9/2020,Retail Crypto‐Backed Loan,,,,Y,"$56,510.98",69
Hawaii Department of Commerce and Consumer Affairs Business Registration Division,PO Box 40 HONOLULU HI 96810,0047,03/21/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",69
Name on File,Address on File,on File,7/30/2020,BPC Open and/or Term Loan,,,,,$449.35,69
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$2.23,69
Name on File,Address on File,on File,2/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$12,742.48",69
Name on File,Address on File,on File,12/2/2019,Retail Crypto‐Backed Loan,,,,Y,"$6,482.52",69
Name on File,Address on File,on File,6/15/2020,Retail Crypto‐Backed Loan,,,,Y,"$82,839.37",69
Name on File,Address on File,on File,10/27/2020,Retail Crypto‐Backed Loan,,,,Y,"$6,102.30",69
Name on File,Address on File,on File,2/21/2021,Retail Crypto‐Backed Loan,,,,Y,$849.37,69
Name on File,Address on File,on File,1/14/2021,BPC Open and/or Term Loan,,,,,$0.01,69
Name on File,Address on File,on File,1/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$553,556.25",69
Name on File,Address on File,on File,4/9/2021,Retail Crypto‐Backed Loan,,,,Y,"$148,095.44",69
Name on File,Address on File,on File,2/4/2021,Retail Crypto‐Backed Loan,,,,Y,"$203,227.69",69
Name on File,Address on File,on File,5/9/2019,Retail Crypto‐Backed Loan,,,,Y,"$291,553.76",69
Name on File,Address on File,on File,5/27/2019,Retail Crypto‐Backed Loan,,,,Y,"$89,620.84",69
Name on File,Address on File,on File,7/31/2020,Retail Crypto‐Backed Loan,,,,Y,"$100,053.02",69
Name on File,Address on File,on File,9/24/2020,Retail Crypto‐Backed Loan,,,,Y,"$7,295.25",69
Name on File,Address on File,on File,1/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$11,082.14",69
Name on File,Address on File,on File,12/28/2020,Retail Crypto‐Backed Loan,,,,Y,"$31,764.35",69
Name on File,Address on File,on File,12/1/2020,Retail Crypto‐Backed Loan,,,,Y,"$158,559.57",69
Name on File,Address on File,on File,11/1/2020,Retail Crypto‐Backed Loan,,,,Y,"$6,587.40",69
Name on File,Address on File,on File,5/17/2020,Retail Crypto‐Backed Loan,,,,Y,"$17,826.93",69
Name on File,Address on File,on File,5/18/2020,Retail Crypto‐Backed Loan,,,,Y,"$67,255.40",69
Name on File,Address on File,on File,7/9/2020,Retail Crypto‐Backed Loan,,,,Y,"$22,480.47",69
Name on File,Address on File,on File,1/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$5,735.11",69
Name on File,Address on File,on File,6/25/2020,Retail Crypto‐Backed Loan,,,,Y,"$1,947.92",69
Name on File,Address on File,on File,4/17/2021,Retail Crypto‐Backed Loan,,,,Y,"$40,425.90",69
Idaho Office of Attorney General,PO Box 83720 Boise ID 83720‐0031,2702,04/06/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",69
Name on File,Address on File,on File,4/22/2021,BPC Open and/or Term Loan,,,,,"$200,003.58",69
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,69
Name on File,Address on File,on File,2/11/2021,Retail Crypto‐Backed Loan,,,,Y,"$81,153.27",69
Name on File,Address on File,on File,3/4/2021,Retail Crypto‐Backed Loan,,,,Y,"$29,568.02",69
Illinois Secretary of State,69 West Washington Street Suite 1220 Chicago IL 60602,0311,05/12/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",69
Name on File,Address on File,on File,1/26/2021,Retail Crypto‐Backed Loan,,,,Y,"$94,019.57",69
Name on File,Address on File,on File,1/6/2021,Retail Crypto‐Backed Loan,,,,Y,"$52,508.41",69
Indiana Securities Division,"302 W Washing St., Room e‐111 Indianapolis IN 46204",0002,03/10/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",69
Name on File,Address on File,on File,3/15/2021,Retail Crypto‐Backed Loan,,,,Y,$890.99,69
Name on File,Address on File,on File,6/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$23,012.95",70
Name on File,Address on File,on File,2/21/2020,Retail Crypto‐Backed Loan,,,,Y,"$44,405.26",70
Name on File,Address on File,on File,8/20/2021,Retail Crypto‐Backed Loan,,,,Y,"$13,644.97",70
Iowa Insurance Division,1963 Bell AVenue Suite 100 Des Moines IA 50315,2953,06/08/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",70
Name on File,Address on File,on File,12/4/2019,Retail Crypto‐Backed Loan,,,,Y,"$7,784.63",70
Name on File,Address on File,on File,3/24/2021,Retail Crypto‐Backed Loan,,,,Y,"$20,666.60",70
Name on File,Address on File,on File,12/21/2020,Retail Crypto‐Backed Loan,,,,Y,"$8,103.15",70
Name on File,Address on File,on File,1/31/2021,Retail Crypto‐Backed Loan,,,,Y,$470.17,70
Name on File,Address on File,on File,10/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$18,167.26",70
Name on File,Address on File,on File,4/15/2021,Retail Crypto‐Backed Loan,,,,Y,"$12,489.47",70
Name on File,Address on File,on File,9/29/2021,BPC Open and/or Term Loan,,,,,"$15,253.65",70
Name on File,Address on File,on File,10/5/2021,BPC Open and/or Term Loan,,,,,"$13,113.28",70
Name on File,Address on File,on File,9/29/2021,BPC Open and/or Term Loan,,,,,"$9,617.99",70
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$53.52,70
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$72.97,70
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$84.88,70
Name on File,Address on File,on File,3/31/2021,BPC Open and/or Term Loan,,,,,$216.30,70
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$1.01,70
Name on File,Address on File,on File,3/27/2019,BPC Open and/or Term Loan,,,,,"$476,174.78",70
Name on File,Address on File,on File,3/27/2019,Retail Crypto‐Backed Loan,,,,Y,"$2,887,900.58",70
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$832.48,70
Name on File,Address on File,on File,2/18/2021,Retail Crypto‐Backed Loan,,,,Y,"$13,289.17",70
Name on File,Address on File,on File,7/15/2020,Retail Crypto‐Backed Loan,,,,Y,"$30,038.76",70
Name on File,Address on File,on File,2/1/2021,Retail Crypto‐Backed Loan,,,,Y,"$6,660.23",70
Name on File,Address on File,on File,2/21/2020,Retail Crypto‐Backed Loan,,,,Y,"$58,504.74",70
Name on File,Address on File,on File,5/5/2022,Retail Crypto‐Backed Loan,,,,Y,"$11,005.80",70
Name on File,Address on File,on File,2/18/2021,Retail Crypto‐Backed Loan,,,,Y,"$53,316.78",70
Name on File,Address on File,on File,4/29/2021,Retail Crypto‐Backed Loan,,,,Y,"$15,233.92",70
Name on File,Address on File,on File,7/5/2020,Retail Crypto‐Backed Loan,,,,Y,"$15,882.17",70
Name on File,Address on File,on File,12/9/2019,Retail Crypto‐Backed Loan,,,,Y,"$18,783.66",70
Name on File,Address on File,on File,5/11/2020,Retail Crypto‐Backed Loan,,,,Y,"$11,509.38",70
Name on File,Address on File,on File,2/24/2021,Retail Crypto‐Backed Loan,,,,Y,"$13,937.42",70
Name on File,Address on File,on File,12/4/2020,Retail Crypto‐Backed Loan,,,,Y,"$26,416.27",70
Name on File,Address on File,on File,6/13/2021,Retail Crypto‐Backed Loan,,,,Y,"$37,958.30",70
Name on File,Address on File,on File,12/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$22,016.79",70
Name on File,Address on File,on File,2/28/2021,Retail Crypto‐Backed Loan,,,,Y,"$74,062.79",70
Name on File,Address on File,on File,12/11/2020,Retail Crypto‐Backed Loan,,,,Y,"$40,684.00",70
Name on File,Address on File,on File,7/26/2020,BPC Open and/or Term Loan,,,,,$59.78,70
Name on File,Address on File,on File,7/26/2020,Retail Crypto‐Backed Loan,,,,Y,"$257,842.23",70
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.15,70
Name on File,Address on File,on File,1/6/2021,Retail Crypto‐Backed Loan,,,,Y,"$11,819.74",70
Name on File,Address on File,on File,4/8/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,873.41",70
Name on File,Address on File,on File,2/2/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,368.20",70
Name on File,Address on File,on File,5/23/2021,Retail Crypto‐Backed Loan,,,,Y,"$24,309.45",70
Name on File,Address on File,on File,12/7/2020,Retail Crypto‐Backed Loan,,,,Y,"$4,949.10",70
Name on File,Address on File,on File,2/10/2020,Retail Crypto‐Backed Loan,,,,Y,"$85,791.13",70
Name on File,Address on File,on File,12/1/2020,Retail Crypto‐Backed Loan,,,,Y,"$8,522.05",70
Name on File,Address on File,on File,12/29/2020,Retail Crypto‐Backed Loan,,,,Y,"$45,279.31",70
Name on File,Address on File,on File,4/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$56,604.58",70
Name on File,Address on File,on File,2/26/2021,Retail Crypto‐Backed Loan,,,,Y,"$12,640.91",70
Name on File,Address on File,on File,1/16/2021,Retail Crypto‐Backed Loan,,,,Y,"$15,682.57",70
Name on File,Address on File,on File,1/7/2021,Retail Crypto‐Backed Loan,,,,Y,"$40,114.13",70
Name on File,Address on File,on File,1/6/2021,Retail Crypto‐Backed Loan,,,,Y,"$4,668.40",70
Name on File,Address on File,on File,12/1/2020,Retail Crypto‐Backed Loan,,,,Y,"$83,838.75",70
Name on File,Address on File,on File,3/11/2021,Retail Crypto‐Backed Loan,,,,Y,"$11,182.35",70
Name on File,Address on File,on File,12/21/2020,Retail Crypto‐Backed Loan,,,,Y,"$23,434.31",70
Name on File,Address on File,on File,2/1/2021,Retail Crypto‐Backed Loan,,,,Y,"$4,467.63",70
Name on File,Address on File,on File,6/6/2020,Retail Crypto‐Backed Loan,,,,Y,"$1,943.53",70
Name on File,Address on File,on File,5/25/2020,Retail Crypto‐Backed Loan,,,,Y,"$2,851.79",70
Name on File,Address on File,on File,9/5/2020,BPC Open and/or Term Loan,,,,,$0.08,70
Name on File,Address on File,on File,9/5/2020,Retail Crypto‐Backed Loan,,,,Y,"$57,873.50",70
Name on File,Address on File,on File,2/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$23,134.22",70
Name on File,Address on File,on File,5/19/2021,Retail Crypto‐Backed Loan,,,,Y,"$29,266.77",71
Name on File,Address on File,on File,10/18/2020,Retail Crypto‐Backed Loan,,,,Y,"$32,592.06",71
Name on File,Address on File,on File,2/4/2021,Retail Crypto‐Backed Loan,,,,Y,"$36,126.67",71
Name on File,Address on File,on File,10/15/2019,Retail Crypto‐Backed Loan,,,,Y,"$30,062.81",71
Name on File,Address on File,on File,4/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$9,581.15",71
Name on File,Address on File,on File,12/22/2020,BPC Open and/or Term Loan,,,,,"$585,441.45",71
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$7.85,71
Name on File,Address on File,on File,11/5/2020,BPC Open and/or Term Loan,,,,,$659.01,71
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$3.45,71
Name on File,Address on File,on File,1/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$19,710.48",71
Name on File,Address on File,on File,2/19/2021,Retail Crypto‐Backed Loan,,,,Y,"$14,047.05",71
Name on File,Address on File,on File,11/28/2020,BPC Open and/or Term Loan,,,,,"$45,171.99",71
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$139.09,71
Name on File,Address on File,on File,10/21/2019,Retail Crypto‐Backed Loan,,,,Y,"$893,935.92",71
Name on File,Address on File,on File,12/9/2020,Retail Crypto‐Backed Loan,,,,Y,"$147,963.52",71
Name on File,Address on File,on File,9/15/2019,BPC Open and/or Term Loan,,,,,"$2,447.67",71
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$8.82,71
Name on File,Address on File,on File,10/7/2020,Retail Crypto‐Backed Loan,,,,Y,"$32,380.93",71
Name on File,Address on File,on File,12/31/2020,BPC Open and/or Term Loan,,,,,$8.83,71
Name on File,Address on File,on File,12/31/2020,Retail Crypto‐Backed Loan,,,,Y,"$874,625.96",71
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.02,71
Name on File,Address on File,on File,2/24/2021,Retail Crypto‐Backed Loan,,,,Y,$422.65,71
