Name of Owner,Address,AccountNum,Debt Date Incurred,Basis for Claim,Contigent,Unliquidated,Disputed,offset,Total Claim,Page Number
Name on File,Address on File,on File,2/20/2021,Retail Crypto‐Backed Loan,,,,Y,"$222,188.37",58
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,58
Name on File,Address on File,on File,10/27/2020,Retail Crypto‐Backed Loan,,,,Y,"$14,065.45",58
Name on File,Address on File,on File,3/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$9,550.44",58
Name on File,Address on File,on File,3/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$45,396.39",58
Name on File,Address on File,on File,11/12/2020,Retail Crypto‐Backed Loan,,,,Y,"$1,805.95",58
Name on File,Address on File,on File,5/11/2022,Retail Crypto‐Backed Loan,,,,Y,"$10,909.53",58
Name on File,Address on File,on File,3/5/2021,BPC Open and/or Term Loan,,,,,$1.15,58
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,58
Name on File,Address on File,on File,4/26/2021,Retail Crypto‐Backed Loan,,,,Y,"$167,070.75",58
Name on File,Address on File,on File,5/29/2021,BPC Open and/or Term Loan,,,,,"$200,008.77",58
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$1,048.31",58
Name on File,Address on File,on File,7/31/2020,Retail Crypto‐Backed Loan,,,,Y,"$16,854.55",58
Name on File,Address on File,on File,4/8/2021,Retail Crypto‐Backed Loan,,,,Y,"$11,020.28",58
Name on File,Address on File,on File,1/21/2021,Retail Crypto‐Backed Loan,,,,Y,"$100,949.05",58
Name on File,Address on File,on File,3/26/2021,Retail Crypto‐Backed Loan,,,,Y,"$3,371.27",58
Name on File,Address on File,on File,4/19/2021,Retail Crypto‐Backed Loan,,,,Y,"$3,689.35",58
Name on File,Address on File,on File,12/14/2020,Retail Crypto‐Backed Loan,,,,Y,"$20,419.94",58
Name on File,Address on File,on File,9/30/2020,BPC Open and/or Term Loan,,,,,$4.05,59
Name on File,Address on File,on File,9/30/2020,Retail Crypto‐Backed Loan,,,,Y,"$414,881.28",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.02,59
Name on File,Address on File,on File,2/20/2021,BPC Open and/or Term Loan,,,,,"$1,512,502.48",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$1,743.76",59
Name on File,Address on File,on File,3/23/2021,Retail Crypto‐Backed Loan,,,,Y,"$23,499.14",59
Name on File,Address on File,on File,2/24/2022,Institutional Loan,Y,Y,Y,Y,"$1,087,149.00",59
Name on File,Address on File,on File,12/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$40,191.62",59
Name on File,Address on File,on File,2/7/2021,Retail Crypto‐Backed Loan,,,,Y,"$14,376.54",59
Name on File,Address on File,on File,2/6/2021,Retail Crypto‐Backed Loan,,,,Y,"$14,579.64",59
Name on File,Address on File,on File,12/30/2020,Retail Crypto‐Backed Loan,,,,Y,"$77,466.11",59
Name on File,Address on File,on File,1/23/2021,Retail Crypto‐Backed Loan,,,,Y,"$12,478.85",59
Name on File,Address on File,on File,2/18/2021,BPC Open and/or Term Loan,,,,,$0.05,59
Name on File,Address on File,on File,2/18/2021,Retail Crypto‐Backed Loan,,,,Y,"$61,032.84",59
Name on File,Address on File,on File,8/17/2020,Retail Crypto‐Backed Loan,,,,Y,"$3,376.62",59
Name on File,Address on File,on File,5/12/2020,BPC Open and/or Term Loan,,,,,$1.17,59
Name on File,Address on File,on File,4/17/2021,Retail Crypto‐Backed Loan,,,,Y,$223.14,59
Name on File,Address on File,on File,3/16/2021,Retail Crypto‐Backed Loan,,,,Y,"$30,138.14",59
Name on File,Address on File,on File,6/3/2020,Retail Crypto‐Backed Loan,,,,Y,"$51,061.37",59
Colorado Division of Securities,1560 Broadway Suite 900 Denver CO 80202,S002,03/08/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",59
Name on File,Address on File,on File,9/20/2021,Retail Crypto‐Backed Loan,,,,Y,"$14,747.73",59
Name on File,Address on File,on File,1/17/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,240.47",59
Name on File,Address on File,on File,12/17/2021,BPC Open and/or Term Loan,,,,,"$5,000,000.00",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$14.99,59
Connecticut Department of Banking,260 Constitution Plaza Hartford CT 06103,2213,03/25/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",59
Name on File,Address on File,on File,9/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$4,738.91",59
Name on File,Address on File,on File,1/18/2021,Retail Crypto‐Backed Loan,,,,Y,"$13,806.20",59
Name on File,Address on File,on File,4/18/2021,Retail Crypto‐Backed Loan,,,,Y,"$39,359.26",59
Name on File,Address on File,on File,5/28/2022,Retail Crypto‐Backed Loan,,,,Y,"$28,523.09",59
Name on File,Address on File,on File,3/1/2021,Retail Crypto‐Backed Loan,,,,Y,$556.77,59
Name on File,Address on File,on File,12/18/2020,Institutional Loan,Y,Y,Y,Y,"$17,236,744.00",59
Name on File,Address on File,on File,2/21/2021,BPC Open and/or Term Loan,,,,,"$1,050,851.74",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$929.75,59
Name on File,Address on File,on File,2/24/2022,Institutional Loan,,,,Y,"$1,069,615.80",59
Name on File,Address on File,on File,3/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$117,819.80",59
Name on File,Address on File,on File,3/24/2021,BPC Open and/or Term Loan,,,,,"$3,385,343.35",59
Name on File,Address on File,on File,6/25/2021,BPC Open and/or Term Loan,,,,,"$1,398,077.13",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$6,820.81",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$13,111.87",59
Name on File,Address on File,on File,5/11/2021,Retail Crypto‐Backed Loan,,,,Y,"$81,037.27",59
Name on File,Address on File,on File,8/7/2021,Retail Crypto‐Backed Loan,,,,Y,"$26,416.27",59
Name on File,Address on File,on File,1/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$3,291.62",59
Name on File,Address on File,on File,12/3/2020,Retail Crypto‐Backed Loan,,,,Y,"$12,382.77",59
Name on File,Address on File,on File,5/13/2022,Retail Crypto‐Backed Loan,,,,Y,"$80,381.60",59
Name on File,Address on File,on File,6/4/2019,BPC Open and/or Term Loan,,,,,"$876,281.15",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.29,59
Name on File,Address on File,on File,1/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$25,238.85",59
Name on File,Address on File,on File,1/27/2021,Retail Crypto‐Backed Loan,,,,Y,"$15,395.99",59
Name on File,Address on File,on File,10/2/2020,BPC Open and/or Term Loan,,,,,$6.71,59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.02,59
Name on File,Address on File,on File,10/11/2020,Retail Crypto‐Backed Loan,,,,Y,"$22,526.76",59
Name on File,Address on File,on File,2/4/2021,Retail Crypto‐Backed Loan,,,,Y,"$84,139.22",59
Name on File,Address on File,on File,3/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$4,921.88",59
Name on File,Address on File,on File,12/11/2019,BPC Open and/or Term Loan,,,,,$8.46,59
Name on File,Address on File,on File,12/11/2019,Retail Crypto‐Backed Loan,,,,Y,"$133,377.85",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.02,59
Name on File,Address on File,on File,2/21/2021,BPC Open and/or Term Loan,,,,,$187.30,59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.49,59
Name on File,Address on File,on File,1/28/2021,Retail Crypto‐Backed Loan,,,,Y,"$14,263.16",59
Name on File,Address on File,on File,2/5/2021,BPC Open and/or Term Loan,,,,,"$16,347.61",59
Name on File,Address on File,on File,2/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,359,533.20",59
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$26.73,60
Name on File,Address on File,on File,2/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,470.91",60
Name on File,Address on File,on File,12/3/2020,Retail Crypto‐Backed Loan,,,,Y,"$75,197.23",60
Name on File,Address on File,on File,3/24/2021,Retail Crypto‐Backed Loan,,,,Y,"$20,496.73",60
Name on File,Address on File,on File,9/2/2021,BPC Open and/or Term Loan,,,,,$3.08,60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,60
Name on File,Address on File,on File,3/7/2019,BPC Open and/or Term Loan,,,,,$4.45,60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,60
Name on File,Address on File,on File,2/14/2020,Retail Crypto‐Backed Loan,,,,Y,"$14,475.47",60
Name on File,Address on File,on File,7/20/2020,Retail Crypto‐Backed Loan,,,,Y,"$122,583.54",60
Name on File,Address on File,on File,5/12/2020,Retail Crypto‐Backed Loan,,,,Y,"$134,350.23",60
Name on File,Address on File,on File,12/5/2020,BPC Open and/or Term Loan,,,,,"$4,829.59",60
Name on File,Address on File,on File,12/5/2020,Retail Crypto‐Backed Loan,,,,Y,"$1,150,323.17",60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$24.34,60
Name on File,Address on File,on File,3/12/2021,Retail Crypto‐Backed Loan,,,,Y,"$22,850.88",60
Name on File,Address on File,on File,11/27/2019,Retail Crypto‐Backed Loan,,,,Y,"$28,041.30",60
Name on File,Address on File,on File,12/29/2020,Retail Crypto‐Backed Loan,Y,,,Y,"$1,287.79",60
Name on File,Address on File,on File,2/21/2021,BPC Open and/or Term Loan,,,,,$3.56,60
Name on File,Address on File,on File,2/21/2021,Retail Crypto‐Backed Loan,,,,Y,"$159,302.41",60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,60
Name on File,Address on File,on File,12/13/2018,Retail Crypto‐Backed Loan,,,,Y,"$233,701.76",60
Name on File,Address on File,on File,6/9/2021,Retail Crypto‐Backed Loan,,,,Y,"$209,286.32",60
Name on File,Address on File,on File,3/6/2020,Retail Crypto‐Backed Loan,,,,Y,"$140,670.68",60
Name on File,Address on File,on File,6/6/2021,BPC Open and/or Term Loan,,,,,$1.31,60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,60
Name on File,Address on File,on File,3/18/2020,Retail Crypto‐Backed Loan,,,,Y,"$45,539.70",60
Name on File,Address on File,on File,5/6/2021,Retail Crypto‐Backed Loan,,,,Y,"$22,931.91",60
Name on File,Address on File,on File,2/15/2021,Retail Crypto‐Backed Loan,,,,Y,"$8,896.37",60
Name on File,Address on File,on File,1/25/2020,Retail Crypto‐Backed Loan,,,,Y,"$15,233.92",60
Name on File,Address on File,on File,7/7/2020,Retail Crypto‐Backed Loan,,,,Y,"$10,691.44",60
Name on File,Address on File,on File,8/26/2020,BPC Open and/or Term Loan,,,,,"$4,602.57",60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$4.10,60
Name on File,Address on File,on File,10/25/2020,Retail Crypto‐Backed Loan,,,,Y,"$32,631.56",60
Name on File,Address on File,on File,2/13/2021,Retail Crypto‐Backed Loan,,,,Y,"$43,597.36",60
Name on File,Address on File,on File,4/1/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,492.79",60
Name on File,Address on File,on File,12/12/2020,Retail Crypto‐Backed Loan,,,,Y,"$9,770.20",60
Name on File,Address on File,on File,2/3/2021,BPC Open and/or Term Loan,,,,,$2.01,60
Name on File,Address on File,on File,2/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$14,350.55",60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.01,60
Name on File,Address on File,on File,6/10/2020,Retail Crypto‐Backed Loan,,,,Y,"$7,521.29",60
Name on File,Address on File,on File,2/20/2021,Retail Crypto‐Backed Loan,,,,Y,"$62,731.41",60
Name on File,Address on File,on File,2/9/2021,Retail Crypto‐Backed Loan,,,,Y,"$172,153.96",60
Name on File,Address on File,on File,1/7/2021,Retail Crypto‐Backed Loan,,,,Y,"$29,276.71",60
Name on File,Address on File,on File,4/26/2022,Retail Crypto‐Backed Loan,,,,Y,"$51,096.61",60
Name on File,Address on File,on File,2/9/2021,Retail Crypto‐Backed Loan,,,,Y,"$24,471.51",60
Name on File,Address on File,on File,11/19/2020,Retail Crypto‐Backed Loan,,,,Y,"$30,143.72",60
Name on File,Address on File,on File,11/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$25,440.63",60
Name on File,Address on File,on File,7/12/2020,Retail Crypto‐Backed Loan,,,,Y,"$10,140.49",60
Name on File,Address on File,on File,1/13/2021,Retail Crypto‐Backed Loan,,,,Y,"$50,950.03",60
Name on File,Address on File,on File,9/18/2019,BPC Open and/or Term Loan,,,,,"$36,255.60",60
Name on File,Address on File,on File,9/18/2019,Retail Crypto‐Backed Loan,,,,Y,"$306,512.86",60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$21.20,60
Name on File,Address on File,on File,12/17/2020,Retail Crypto‐Backed Loan,,,,Y,"$71,307.72",60
Name on File,Address on File,on File,10/21/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,830.68",60
Name on File,Address on File,on File,10/24/2020,BPC Open and/or Term Loan,,,,,$12.58,60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.03,60
Name on File,Address on File,on File,11/16/2019,Retail Crypto‐Backed Loan,,,,Y,"$37,614.19",60
Name on File,Address on File,on File,6/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$19,556.41",60
Name on File,Address on File,on File,12/21/2021,Retail Crypto‐Backed Loan,,,,Y,"$25,768.02",60
Name on File,Address on File,on File,8/21/2020,Retail Crypto‐Backed Loan,,,,Y,"$19,285.50",60
Name on File,Address on File,on File,2/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$71,707.47",60
Name on File,Address on File,on File,1/8/2021,Retail Crypto‐Backed Loan,,,,Y,"$66,594.32",60
Name on File,Address on File,on File,9/25/2018,BPC Open and/or Term Loan,,,,,$541.36,60
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.58,61
Name on File,Address on File,on File,3/15/2020,BPC Open and/or Term Loan,,,,,"$1,698,492.49",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,"$2,653.35",61
Name on File,Address on File,on File,5/30/2020,Retail Crypto‐Backed Loan,,,,Y,"$104,444.60",61
Name on File,Address on File,on File,10/21/2019,Retail Crypto‐Backed Loan,,,,Y,"$87,309.55",61
Name on File,Address on File,on File,6/15/2021,BPC Open and/or Term Loan,,,,,"$500,464.41",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$189.04,61
Name on File,Address on File,on File,5/7/2020,Retail Crypto‐Backed Loan,,,,Y,"$1,393.87",61
Name on File,Address on File,on File,8/4/2020,Retail Crypto‐Backed Loan,,,,Y,"$40,117.25",61
Name on File,Address on File,on File,2/15/2021,Retail Crypto‐Backed Loan,,,,Y,$263.81,61
Name on File,Address on File,on File,4/17/2019,Retail Crypto‐Backed Loan,,,,Y,"$21,917.22",61
Name on File,Address on File,on File,2/27/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,258.53",61
Name on File,Address on File,on File,1/12/2021,Retail Crypto‐Backed Loan,,,,Y,"$352,000.84",61
Name on File,Address on File,on File,12/7/2020,Retail Crypto‐Backed Loan,,,,Y,"$15,039.36",61
Name on File,Address on File,on File,12/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$7,101.01",61
Name on File,Address on File,on File,10/16/2019,Retail Crypto‐Backed Loan,,,,Y,"$12,915.96",61
Name on File,Address on File,on File,8/19/2020,Retail Crypto‐Backed Loan,,,,Y,"$2,725.03",61
Name on File,Address on File,on File,12/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$22,610.86",61
Name on File,Address on File,on File,4/9/2021,BPC Open and/or Term Loan,,,,,$9.49,61
Name on File,Address on File,on File,4/9/2021,Retail Crypto‐Backed Loan,,,,Y,"$101,677.41",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.03,61
Name on File,Address on File,on File,12/10/2019,Retail Crypto‐Backed Loan,,,,Y,"$259,300.80",61
Name on File,Address on File,on File,3/7/2021,BPC Open and/or Term Loan,,,,,"$227,864.59",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$43.76,61
Name on File,Address on File,on File,12/3/2020,Retail Crypto‐Backed Loan,,,,Y,"$78,600.56",61
Name on File,Address on File,on File,1/29/2021,Retail Crypto‐Backed Loan,,,,Y,"$16,685.12",61
Name on File,Address on File,on File,5/26/2021,Retail Crypto‐Backed Loan,,,,Y,"$7,493.68",61
Name on File,Address on File,on File,12/9/2020,Retail Crypto‐Backed Loan,,,,Y,"$13,669.57",61
Name on File,Address on File,on File,4/19/2019,Retail Crypto‐Backed Loan,,,,Y,"$71,307.72",61
Name on File,Address on File,on File,9/10/2020,Retail Crypto‐Backed Loan,,,,Y,"$69,362.96",61
Name on File,Address on File,on File,6/13/2021,Retail Crypto‐Backed Loan,,,,Y,$399.11,61
Name on File,Address on File,on File,12/5/2020,Retail Crypto‐Backed Loan,,,,Y,"$54,903.73",61
Name on File,Address on File,on File,1/8/2021,BPC Open and/or Term Loan,,,,,$0.37,61
Name on File,Address on File,on File,4/12/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,866.80",61
Name on File,Address on File,on File,11/15/2019,BPC Open and/or Term Loan,,,,,$0.60,61
Name on File,Address on File,on File,1/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$17,213.39",61
Name on File,Address on File,on File,5/28/2019,BPC Open and/or Term Loan,,,,,$0.01,61
Name on File,Address on File,on File,5/28/2019,Retail Crypto‐Backed Loan,,,,Y,"$1,091,980.49",61
Name on File,Address on File,on File,12/18/2020,Retail Crypto‐Backed Loan,,,,Y,"$8,749.90",61
Name on File,Address on File,on File,9/23/2018,Retail Crypto‐Backed Loan,,,,Y,"$14,107.68",61
Name on File,Address on File,on File,3/2/2021,BPC Open and/or Term Loan,,,,,$1.49,61
Name on File,Address on File,on File,3/2/2021,Retail Crypto‐Backed Loan,,,,Y,"$464,199.26",61
Name on File,Address on File,on File,6/2/2022,BPC Open and/or Term Loan,,,,,"$7,964.98",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$44.32,61
Name on File,Address on File,on File,3/23/2019,BPC Open and/or Term Loan,,,,,"$1,657.47",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$4.46,61
Name on File,Address on File,on File,4/7/2020,Retail Crypto‐Backed Loan,,,,Y,"$33,547.04",61
Name on File,Address on File,on File,2/6/2021,Retail Crypto‐Backed Loan,,,,Y,"$19,993.40",61
Name on File,Address on File,on File,3/5/2019,Retail Crypto‐Backed Loan,,,,Y,"$25,900.91",61
Name on File,Address on File,on File,6/16/2020,Retail Crypto‐Backed Loan,,,,Y,"$6,429.90",61
Name on File,Address on File,on File,9/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$7,275.96",61
Name on File,Address on File,on File,9/17/2020,BPC Open and/or Term Loan,,,,,"$337,130.23",61
Name on File,Address on File,on File,9/17/2020,Retail Crypto‐Backed Loan,,,,Y,"$3,719,428.88",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$202.10,61
Name on File,Address on File,on File,6/10/2020,Retail Crypto‐Backed Loan,,,,Y,"$61,583.94",61
Name on File,Address on File,on File,12/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$18,475.18",61
Name on File,Address on File,on File,8/19/2021,Retail Crypto‐Backed Loan,,,,Y,"$74,842.12",61
Name on File,Address on File,on File,2/9/2021,Retail Crypto‐Backed Loan,,,,Y,"$15,233.92",61
Name on File,Address on File,on File,12/1/2019,Retail Crypto‐Backed Loan,,,,Y,"$14,977.82",61
Name on File,Address on File,on File,3/7/2021,BPC Open and/or Term Loan,,,,,"$199,992.10",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.74,61
Name on File,Address on File,on File,4/25/2021,BPC Open and/or Term Loan,,,,,"$2,460.54",61
Name on File,Address on File,on File,4/25/2021,Retail Crypto‐Backed Loan,,,,Y,"$312,528.51",61
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$5.28,62
Name on File,Address on File,on File,2/16/2021,Retail Crypto‐Backed Loan,,,,Y,"$7,530.33",62
Name on File,Address on File,on File,5/22/2020,BPC Open and/or Term Loan,,,,,$0.07,62
Name on File,Address on File,on File,5/22/2020,Retail Crypto‐Backed Loan,,,,Y,"$391,672.20",62
Name on File,Address on File,on File,10/11/2019,Retail Crypto‐Backed Loan,,,,Y,"$27,944.59",62
Name on File,Address on File,on File,3/4/2020,Retail Crypto‐Backed Loan,,,,Y,"$49,529.30",62
Name on File,Address on File,on File,8/16/2019,Retail Crypto‐Backed Loan,,,,Y,"$123,977.87",62
Name on File,Address on File,on File,12/5/2020,Retail Crypto‐Backed Loan,,,,Y,$893.56,62
Name on File,Address on File,on File,11/2/2020,Retail Crypto‐Backed Loan,,,,Y,"$121,285.84",62
Name on File,Address on File,on File,7/7/2021,BPC Open and/or Term Loan,,,,,"$261,882.13",62
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$66.12,62
Name on File,Address on File,on File,10/18/2020,BPC Open and/or Term Loan,,,,,"$756,435.33",62
Name on File,Address on File,on File,10/18/2020,BPC Open and/or Term Loan,,,,,"$347,454.81",62
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$446.20,62
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$976.21,62
Name on File,Address on File,on File,5/23/2020,BPC Open and/or Term Loan,,,,,"$194,845.98",62
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$80.45,62
Name on File,Address on File,on File,11/18/2020,Retail Crypto‐Backed Loan,,,,Y,"$15,279.17",62
Name on File,Address on File,on File,3/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$9,351.33",62
Name on File,Address on File,on File,5/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$36,788.30",62
Name on File,Address on File,on File,9/14/2021,Retail Crypto‐Backed Loan,,,,Y,"$83,340.94",62
Name on File,Address on File,on File,2/9/2021,Retail Crypto‐Backed Loan,,,,Y,$361.00,62
Name on File,Address on File,on File,3/1/2021,Retail Crypto‐Backed Loan,,,,Y,$584.11,62
Name on File,Address on File,on File,7/5/2020,Retail Crypto‐Backed Loan,,,,Y,"$111,480.23",62
Name on File,Address on File,on File,12/18/2020,Retail Crypto‐Backed Loan,,,,Y,"$68,228.23",62
Name on File,Address on File,on File,4/23/2019,BPC Open and/or Term Loan,,,,,"$502,829.80",62
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.34,62
Name on File,Address on File,on File,12/27/2020,Retail Crypto‐Backed Loan,,,,Y,"$29,529.66",62
Name on File,Address on File,on File,1/10/2021,Retail Crypto‐Backed Loan,,,,Y,"$30,024.97",62
Name on File,Address on File,on File,7/25/2019,Retail Crypto‐Backed Loan,,,,Y,"$23,985.32",62
Name on File,Address on File,on File,3/25/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,224.28",62
Name on File,Address on File,on File,1/17/2021,Retail Crypto‐Backed Loan,,,,Y,"$76,817.86",62
Name on File,Address on File,on File,2/2/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,077.62",62
Name on File,Address on File,on File,5/5/2021,Retail Crypto‐Backed Loan,,,,Y,"$65,951.93",62
Name on File,Address on File,on File,8/22/2020,Retail Crypto‐Backed Loan,,,,Y,"$80,838.84",62
Name on File,Address on File,on File,8/18/2020,BPC Open and/or Term Loan,,,,,$8.24,62
Name on File,Address on File,on File,8/18/2020,Retail Crypto‐Backed Loan,,,,Y,"$285,090.46",62
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.57,62
Name on File,Address on File,on File,4/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,692.38",62
Name on File,Address on File,on File,3/1/2021,Retail Crypto‐Backed Loan,,,,Y,"$19,452.29",62
Name on File,Address on File,on File,11/4/2021,Retail Crypto‐Backed Loan,,,,Y,"$16,620.82",62
Name on File,Address on File,on File,12/1/2020,Retail Crypto‐Backed Loan,,,,Y,"$15,336.69",62
Name on File,Address on File,on File,11/23/2020,Retail Crypto‐Backed Loan,,,,Y,"$262,217.93",62
Name on File,Address on File,on File,5/8/2021,Retail Crypto‐Backed Loan,,,,Y,"$24,288.59",62
Name on File,Address on File,on File,1/13/2021,Retail Crypto‐Backed Loan,,,,Y,"$1,757.98",62
Name on File,Address on File,on File,1/29/2021,Retail Crypto‐Backed Loan,,,,Y,"$9,237.59",62
Name on File,Address on File,on File,10/2/2019,Retail Crypto‐Backed Loan,,,,Y,"$4,671.24",62
Name on File,Address on File,on File,6/24/2020,Retail Crypto‐Backed Loan,,,,Y,"$23,499.14",62
Name on File,Address on File,on File,2/22/2021,Retail Crypto‐Backed Loan,,,,Y,"$5,475.60",62
Name on File,Address on File,on File,2/10/2022,Retail Crypto‐Backed Loan,,,,Y,"$42,298.44",62
Name on File,Address on File,on File,9/27/2021,Retail Crypto‐Backed Loan,,,,Y,"$18,345.61",62
Name on File,Address on File,on File,11/6/2021,Retail Crypto‐Backed Loan,,,,Y,"$8,098.13",62
Name on File,Address on File,on File,1/25/2021,BPC Open and/or Term Loan,,,,,$95.96,62
Name on File,Address on File,on File,1/25/2021,Retail Crypto‐Backed Loan,,,,Y,"$198,255.30",62
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$0.21,62
Name on File,Address on File,on File,1/31/2022,Retail Crypto‐Backed Loan,,,,Y,"$5,076.93",62
Name on File,Address on File,on File,2/4/2021,Retail Crypto‐Backed Loan,,,,Y,"$83,275.26",62
Name on File,Address on File,on File,3/27/2021,Retail Crypto‐Backed Loan,,,,Y,"$12,470.39",62
Name on File,Address on File,on File,1/11/2021,Retail Crypto‐Backed Loan,,,,Y,"$64,339.01",62
Name on File,Address on File,on File,11/3/2021,Retail Crypto‐Backed Loan,,,,Y,"$6,482.52",62
Name on File,Address on File,on File,12/29/2021,Retail Crypto‐Backed Loan,,,,Y,"$252,865.75",62
Name on File,Address on File,on File,9/19/2020,Retail Crypto‐Backed Loan,,,,Y,"$54,939.36",62
Name on File,Address on File,on File,2/11/2021,BPC Open and/or Term Loan,,,,,"$169,175.49",62
Name on File,Address on File,on File,11/28/2022,BPC Interest,,,,,$1.66,63
Name on File,Address on File,on File,1/21/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,994.01",63
Name on File,Address on File,on File,2/9/2021,Retail Crypto‐Backed Loan,,,,Y,"$48,837.39",63
Department of Finance ‐ State of Delaware,820 N. French St. Wilington DE 19801,0033,05/03/22,Regulatory settlement outstanding payments,,,,,"$566,037.74",63
Name on File,Address on File,on File,12/24/2020,Retail Crypto‐Backed Loan,,,,Y,"$33,283.21",63
Name on File,Address on File,on File,9/19/2019,Retail Crypto‐Backed Loan,,,,Y,"$125,582.41",63
Name on File,Address on File,on File,12/3/2020,Retail Crypto‐Backed Loan,,,,Y,"$21,283.87",63
Name on File,Address on File,on File,2/7/2021,Retail Crypto‐Backed Loan,,,,Y,"$11,668.54",63
Name on File,Address on File,on File,1/20/2021,Retail Crypto‐Backed Loan,,,,Y,"$35,534.67",63
Name on File,Address on File,on File,8/14/2019,Retail Crypto‐Backed Loan,,,,Y,"$80,852.21",63
Name on File,Address on File,on File,12/1/2021,Retail Crypto‐Backed Loan,,,,Y,$378.18,63
Name on File,Address on File,on File,8/6/2020,Retail Crypto‐Backed Loan,,,,Y,"$6,348.23",63
Name on File,Address on File,on File,1/25/2021,Retail Crypto‐Backed Loan,,,,Y,"$2,199.15",63
Name on File,Address on File,on File,2/28/2021,Retail Crypto‐Backed Loan,,,,Y,"$30,763.86",63
