Name of Owner,Address,AccountNum,Debt Date Incurred,Basis for Claim,Contigent,Unliquidated,Disputed,offset,Total Claim,Page Number
Name on File,Address on File,On file,2/16/2022 BIA,,,,,,$0.02,17
Name on File,Address on File,On file,9/13/2021 BIA,,,,,,$534.89,17
Name on File,Address on File,On file,2/8/2022 BIA,,,,,,$3.08,17
Name on File,Address on File,On file,6/18/2021 BIA,,,,,,$204.15,17
Name on File,Address on File,On file,1/11/2021 BIA,,,,,,$0.44,17
Name on File,Address on File,On file,8/19/2021 BIA,,,,,,$438.49,17
Name on File,Address on File,On file,1/9/2022 BIA,,,,,,$3.57,17
Name on File,Address on File,On file,7/21/2021 BIA,,,,,,$950.50,17
Name on File,Address on File,On file,3/1/2021 BIA,,,,,,$8.88,17
Name on File,Address on File,On file,3/23/2021 BIA,,,,,,$1.22,17
Name on File,Address on File,On file,6/4/2020 BIA,,,,,,$18.95,17
Name on File,Address on File,On file,8/28/2021 BIA,,,,,,$253.06,17
Name on File,Address on File,On file,4/10/2022 BIA,,,,,,$30.24,17
Name on File,Address on File,On file,12/30/2021 BIA,,,,,,$346.53,17
Name on File,Address on File,On file,4/15/2021 BIA,,,,,,$0.18,17
Name on File,Address on File,On file,1/19/2022 BIA,,,,,,$5.07,17
Name on File,Address on File,On file,4/30/2021 BIA,,,,,,$189.06,17
Name on File,Address on File,On file,10/29/2021 BIA,,,,,,$3.83,17
Name on File,Address on File,On file,8/28/2019 BIA,,,,,,"$35,836.23",17
Name on File,Address on File,On file,11/21/2020 BIA,,,,,,$51.29,17
Name on File,Address on File,On file,1/16/2022 BIA,,,,,,"$5,357.63",17
Name on File,Address on File,On file,4/17/2022 BIA,,,,,,$352.38,17
Name on File,Address on File,On file,8/18/2021 BIA,,,,,,"$3,115.31",17
Name on File,Address on File,On file,5/20/2020 BIA,,,,,,"$1,404.08",17
Name on File,Address on File,On file,3/15/2022 BIA,,,,,,$61.83,17
Name on File,Address on File,On file,2/7/2022 BIA,,,,,,"$4,861.16",17
Name on File,Address on File,On file,11/24/2021 BIA,,,,,,$343.15,17
Name on File,Address on File,On file,9/11/2020 BIA,,,,,,$206.37,17
Name on File,Address on File,On file,6/2/2021 BIA,,,,,,$0.41,18
Name on File,Address on File,On file,3/25/2022 BIA,,,,,,$195.20,18
Name on File,Address on File,On file,1/2/2021 BIA,,,,,,"$2,282.14",18
Name on File,Address on File,On file,3/1/2021 BIA,,,,,,$10.16,18
Name on File,Address on File,On file,9/14/2021 BIA,,,,,,$1.75,18
Name on File,Address on File,On file,6/15/2021 BIA,,,,,,"$5,057.76",18
Name on File,Address on File,On file,2/24/2022 BIA,,,,,,$0.04,18
Name on File,Address on File,On file,8/29/2021 BIA,,,,,,$3.91,18
Name on File,Address on File,On file,8/3/2021 BIA,,,,,,"$5,519.91",18
Name on File,Address on File,On file,5/6/2022 BIA,,,,,,$6.21,18
Name on File,Address on File,On file,4/7/2022 BIA,,,,,,$169.42,18
Name on File,Address on File,On file,3/23/2022 BIA,,,,,,$0.41,18
Name on File,Address on File,On file,1/28/2022 BIA,,,,,,$22.47,18
Name on File,Address on File,On file,12/8/2021 BIA,,,,,,$35.98,18
Name on File,Address on File,On file,3/6/2022 BIA,,,,,,$8.56,18
Name on File,Address on File,On file,5/4/2020 BIA,,,,,,$0.05,18
Name on File,Address on File,On file,3/16/2021 BIA,,,,,,"$9,036.48",18
Name on File,Address on File,On file,2/9/2022 BIA,,,,,,$0.10,18
Name on File,Address on File,On file,1/18/2022 BIA,,,,,,$172.06,18
Name on File,Address on File,On file,1/24/2022 BIA,,,,,,$78.37,18
Name on File,Address on File,On file,3/17/2022 BIA,,,,,,$162.88,18
Name on File,Address on File,On file,3/28/2022 BIA,,,,,,$3.58,18
Name on File,Address on File,On file,1/15/2022 BIA,,,,,,$3.79,18
Name on File,Address on File,On file,3/20/2021 BIA,,,,,,$2.38,18
Name on File,Address on File,On file,4/30/2022 BIA,,,,,,$0.71,18
Name on File,Address on File,On file,10/15/2021 BIA,,,,,,$1.45,18
Name on File,Address on File,On file,1/20/2021 BIA,,,,,,$4.62,18
Name on File,Address on File,On file,2/21/2021 BIA,,,,,,$590.30,18
Name on File,Address on File,On file,3/14/2021 BIA,,,,,,"$2,240.87",18
Name on File,Address on File,On file,1/6/2022 BIA,,,,,,"$1,465.92",18
Name on File,Address on File,On file,7/17/2021 BIA,,,,,,"$5,295.34",18
Name on File,Address on File,On file,2/28/2021 BIA,,,,,,$48.98,18
Name on File,Address on File,On file,6/8/2021 BIA,,,,,,"$5,173.65",18
Name on File,Address on File,On file,4/6/2022 BIA,,,,,,$54.40,18
Name on File,Address on File,On file,1/2/2022 BIA,,,,,,"$2,142.59",18
Name on File,Address on File,On file,10/25/2019 BIA,,,,,,"$28,328.73",18
Name on File,Address on File,On file,9/29/2021 BIA,,,,,,$0.07,18
Name on File,Address on File,On file,4/30/2021 BIA,,,,,,$131.61,18
Name on File,Address on File,On file,6/16/2021 BIA,,,,,,$0.72,18
Name on File,Address on File,On file,11/23/2019 BIA,,,,,,$0.90,18
Name on File,Address on File,On file,3/20/2021 BIA,,,,,,$3.47,18
Name on File,Address on File,On file,5/24/2021 BIA,,,,,,"$8,009.61",18
Name on File,Address on File,On file,1/15/2021 BIA,,,,,,$77.97,18
Name on File,Address on File,On file,7/30/2020 BIA,,,,,,"$21,868.40",18
Name on File,Address on File,On file,12/28/2020 BIA,,,,,,"$3,163.52",18
Name on File,Address on File,On file,2/21/2022 BIA,,,,,,$166.03,18
Name on File,Address on File,On file,10/19/2020 BIA,,,,,,$16.79,18
Name on File,Address on File,On file,2/19/2021 BIA,,,,,,"$1,610.57",18
Name on File,Address on File,On file,5/4/2022 BIA,,,,,,$591.48,18
Name on File,Address on File,On file,1/19/2022 BIA,,,,,,"$1,361.05",18
Name on File,Address on File,On file,6/18/2021 BIA,,,,,,"$3,110.86",18
Name on File,Address on File,On file,2/19/2021 BIA,,,,,,$37.25,18
Name on File,Address on File,On file,2/14/2021 BIA,,,,,,$772.37,18
Name on File,Address on File,On file,12/16/2020 BIA,,,,,,$0.02,18
Name on File,Address on File,On file,2/25/2021 BIA,,,,,,$855.14,18
Name on File,Address on File,On file,1/18/2022 BIA,,,,,,$5.00,18
Name on File,Address on File,On file,1/2/2021 BIA,,,,,,$388.30,18
Name on File,Address on File,On file,10/1/2021 BIA,,,,,,"$2,220.70",18
Name on File,Address on File,On file,11/13/2021 BIA,,,,,,$685.54,18
Name on File,Address on File,On file,10/21/2021 BIA,,,,,,$230.16,18
Name on File,Address on File,On file,3/1/2022 BIA,,,,,,$272.20,18
Name on File,Address on File,On file,9/16/2021 BIA,,,,,,$0.25,18
Name on File,Address on File,On file,1/14/2022 BIA,,,,,,$0.01,18
Name on File,Address on File,On file,10/5/2020 BIA,,,,,,$7.64,19
Name on File,Address on File,On file,5/12/2022 BIA,,,,,,$323.06,19
Name on File,Address on File,On file,3/11/2022 BIA,,,,,,$0.47,19
Name on File,Address on File,On file,6/26/2020 BIA,,,,,,$190.53,19
Name on File,Address on File,On file,3/8/2022 BIA,,,,,,$506.27,19
Name on File,Address on File,On file,2/17/2021 BIA,,,,,,$0.01,19
Name on File,Address on File,On file,1/31/2022 BIA,,,,,,$187.43,19
Name on File,Address on File,On file,12/29/2020 BIA,,,,,,"$1,397.53",19
Name on File,Address on File,On file,12/1/2021 BIA,,,,,,$0.85,19
Name on File,Address on File,On file,4/6/2022 BIA,,,,,,$581.61,19
Name on File,Address on File,On file,1/30/2022 BIA,,,,,,$497.40,19
Name on File,Address on File,On file,3/3/2022 BIA,,,,,,$762.38,19
Name on File,Address on File,On file,4/11/2022 BIA,,,,,,"$7,172.33",19
Name on File,Address on File,On file,1/23/2022 BIA,,,,,,$51.88,19
Name on File,Address on File,On file,1/7/2022 BIA,,,,,,$246.62,19
Name on File,Address on File,On file,2/16/2022 BIA,,,,,,$256.79,19
Name on File,Address on File,On file,1/27/2022 BIA,,,,,,$77.38,19
Name on File,Address on File,On file,2/22/2022 BIA,,,,,,$101.54,19
Name on File,Address on File,On file,2/23/2022 BIA,,,,,,$88.87,19
Name on File,Address on File,On file,5/19/2022 BIA,,,,,,"$2,015.09",19
Name on File,Address on File,On file,4/26/2021 BIA,,,,,,"$1,305.61",19
Name on File,Address on File,On file,6/9/2021 BIA,,,,,,$138.12,19
Name on File,Address on File,On file,6/12/2021 BIA,,,,,,$0.17,19
Name on File,Address on File,On file,2/13/2022 BIA,,,,,,$751.39,19
Name on File,Address on File,On file,1/1/2022 BIA,,,,,,$54.89,19
Name on File,Address on File,On file,2/10/2022 BIA,,,,,,$129.44,19
Name on File,Address on File,On file,2/25/2022 BIA,,,,,,$8.67,19
Name on File,Address on File,On file,3/21/2022 BIA,,,,,,$17.44,19
Name on File,Address on File,On file,10/22/2021 BIA,,,,,,$1.99,19
Name on File,Address on File,On file,5/16/2022 BIA,,,,,,"$4,061.80",19
Name on File,Address on File,On file,7/16/2021 BIA,,,,,,"$1,789.86",19
Name on File,Address on File,On file,1/6/2022 BIA,,,,,,$43.31,19
Name on File,Address on File,On file,3/10/2021 BIA,,,,,,$48.18,19
Name on File,Address on File,On file,5/5/2022 BIA,,,,,,$246.88,19
Name on File,Address on File,On file,1/10/2021 BIA,,,,,,$13.84,19
Name on File,Address on File,On file,12/15/2020 BIA,,,,,,$0.61,19
Name on File,Address on File,On file,3/26/2021 BIA,,,,,,$4.32,19
Name on File,Address on File,On file,2/23/2021 BIA,,,,,,$6.74,19
Name on File,Address on File,On file,1/4/2022 BIA,,,,,,$1.93,19
Name on File,Address on File,On file,4/16/2021 BIA,,,,,,"$1,662.75",19
Name on File,Address on File,On file,11/14/2021 BIA,,,,,,$225.59,19
Name on File,Address on File,On file,3/30/2022 BIA,,,,,,"$1,861.12",19
Name on File,Address on File,On file,12/10/2021 BIA,,,,,,$690.60,19
Name on File,Address on File,On file,3/19/2021 BIA,,,,,,"$3,087.06",19
Name on File,Address on File,On file,1/23/2022 BIA,,,,,,$40.40,19
Name on File,Address on File,On file,1/17/2022 BIA,,,,,,$0.05,19
Name on File,Address on File,On file,1/6/2022 BIA,,,,,,$52.92,19
Name on File,Address on File,On file,1/2/2022 BIA,,,,,,$16.92,19
Name on File,Address on File,On file,12/23/2021 BIA,,,,,,$34.20,19
Name on File,Address on File,On file,8/17/2021 BIA,,,,,,$92.88,19
Name on File,Address on File,On file,3/23/2022 BIA,,,,,,$0.23,19
Name on File,Address on File,On file,10/15/2021 BIA,,,,,,$199.29,19
Name on File,Address on File,On file,4/26/2022 BIA,,,,,,$0.04,19
Name on File,Address on File,On file,5/9/2022 BIA,,,,,,$0.05,19
Name on File,Address on File,On file,1/11/2022 BIA,,,,,,$1.04,19
Name on File,Address on File,On file,9/22/2021 BIA,,,,,,$21.33,19
Name on File,Address on File,On file,3/25/2022 BIA,,,,,,$0.06,19
Name on File,Address on File,On file,4/17/2021 BIA,,,,,,$62.69,19
Name on File,Address on File,On file,3/28/2022 BIA,,,,,,$76.81,19
Name on File,Address on File,On file,6/19/2021 BIA,,,,,,$0.04,19
Name on File,Address on File,On file,4/1/2022 BIA,,,,,,$10.20,19
Name on File,Address on File,On file,12/22/2021 BIA,,,,,,"$1,238.32",19
Name on File,Address on File,On file,2/25/2022 BIA,,,,,,$0.01,19
Name on File,Address on File,On file,3/9/2022 BIA,,,,,,$7.53,20
Name on File,Address on File,On file,4/17/2021 BIA,,,,,,$124.75,20
Name on File,Address on File,On file,1/21/2022 BIA,,,,,,$27.84,20
Name on File,Address on File,On file,4/2/2022 BIA,,,,,,$0.73,20
Name on File,Address on File,On file,5/20/2020 BIA,,,,,,$1.59,20
Name on File,Address on File,On file,4/5/2021 BIA,,,,,,"$2,603.81",20
Name on File,Address on File,On file,1/31/2021 BIA,,,,,,$0.15,20
Name on File,Address on File,On file,7/12/2019 BIA,,,,,,"$60,109.11",20
Name on File,Address on File,On file,6/4/2020 BIA,,,,,,$1.71,20
Name on File,Address on File,On file,11/17/2020 BIA,,,,,,"$2,808.80",20
Name on File,Address on File,On file,2/15/2021 BIA,,,,,,$452.22,20
Name on File,Address on File,On file,4/19/2022 BIA,,,,,,$1.13,20
Name on File,Address on File,On file,1/17/2021 BIA,,,,,,$14.07,20
Name on File,Address on File,On file,5/24/2021 BIA,,,,,,$179.83,20
Name on File,Address on File,On file,8/20/2021 BIA,,,,,,$10.20,20
Name on File,Address on File,On file,5/7/2022 BIA,,,,,,"$4,277.39",20
Name on File,Address on File,On file,3/18/2022 BIA,,,,,,$0.26,20
Name on File,Address on File,On file,12/22/2021 BIA,,,,,,"$2,337.71",20
Name on File,Address on File,On file,10/26/2021 BIA,,,,,,$0.03,20
Name on File,Address on File,On file,6/12/2021 BIA,,,,,,"$5,369.81",20
Name on File,Address on File,On file,4/25/2021 BIA,,,,,,$238.11,20
Name on File,Address on File,On file,3/16/2021 BIA,,,,,,"$1,311.61",20
Name on File,Address on File,On file,4/28/2021 BIA,,,,,,"$2,579.59",20
Name on File,Address on File,On file,7/1/2022 BIA,,,,,,$71.79,20
Name on File,Address on File,On file,3/19/2021 BIA,,,,,,$415.72,20
Name on File,Address on File,On file,4/27/2021 BIA,,,,,,"$2,066.57",20
Name on File,Address on File,On file,3/6/2021 BIA,,,,,,"$7,486.62",20
Name on File,Address on File,On file,12/12/2021 BIA,,,,,,$0.22,20
Name on File,Address on File,On file,5/26/2021 BIA,,,,,,"$7,077.86",20
Name on File,Address on File,On file,6/21/2021 BIA,,,,,,"$2,496.71",20
Name on File,Address on File,On file,1/3/2022 BIA,,,,,,"$1,999.51",20
Name on File,Address on File,On file,10/24/2021 BIA,,,,,,$14.75,20
Name on File,Address on File,On file,11/2/2021 BIA,,,,,,$71.73,20
Name on File,Address on File,On file,2/28/2022 BIA,,,,,,"$1,234.44",20
Name on File,Address on File,On file,3/17/2022 BIA,,,,,,$0.75,20
Name on File,Address on File,On file,5/6/2021 BIA,,,,,,$513.59,20
Name on File,Address on File,On file,1/4/2021 BIA,,,,,,$8.03,20
Name on File,Address on File,On file,4/21/2021 BIA,,,,,,$28.06,20
Name on File,Address on File,On file,10/18/2021 BIA,,,,,,$101.91,20
Name on File,Address on File,On file,1/21/2022 BIA,,,,,,"$6,782.25",20
Name on File,Address on File,On file,7/16/2022 BIA,,,,,,$264.19,20
Name on File,Address on File,On file,3/25/2021 BIA,,,,,,$184.12,20
Name on File,Address on File,On file,4/5/2021 BIA,,,,,,"$2,928.44",20
Name on File,Address on File,On file,2/25/2021 BIA,,,,,,$2.04,20
Name on File,Address on File,On file,2/15/2021 BIA,,,,,,$152.90,20
Name on File,Address on File,On file,3/13/2020 BIA,,,,,,"$3,440.65",20
Name on File,Address on File,On file,8/24/2021 BIA,,,,,,"$5,749.71",20
Name on File,Address on File,On file,11/30/2021 BIA,,,,,,$157.56,20
Name on File,Address on File,On file,9/2/2020 BIA,,,,,,$789.49,20
Name on File,Address on File,On file,5/31/2022 BIA,,,,,,$461.35,20
Name on File,Address on File,On file,7/19/2021 BIA,,,,,,"$5,023.88",20
Name on File,Address on File,On file,1/4/2021 BIA,,,,,,$27.11,20
Name on File,Address on File,On file,5/12/2021 BIA,,,,,,"$3,487.41",20
Name on File,Address on File,On file,12/17/2021 BIA,,,,,,"$1,278.90",20
Name on File,Address on File,On file,9/10/2021 BIA,,,,,,$136.44,20
Name on File,Address on File,On file,3/25/2022 BIA,,,,,,$0.71,20
Name on File,Address on File,On file,1/13/2022 BIA,,,,,,"$7,545.24",20
Name on File,Address on File,On file,3/6/2021 BIA,,,,,,$36.47,20
Name on File,Address on File,On file,12/5/2021 BIA,,,,,,$83.14,20
Name on File,Address on File,On file,9/29/2021 BIA,,,,,,$14.37,20
Name on File,Address on File,On file,6/18/2021 BIA,,,,,,"$1,596.75",20
Name on File,Address on File,On file,1/16/2021 BIA,,,,,,"$23,148.36",20
Name on File,Address on File,On file,2/22/2021 BIA,,,,,,$1.81,20
Name on File,Address on File,On file,8/4/2021 BIA,,,,,,"$1,403.91",21
Name on File,Address on File,On file,10/10/2020 BIA,,,,,,"$1,729.09",21
Name on File,Address on File,On file,2/23/2021 BIA,,,,,,$217.49,21
Name on File,Address on File,On file,8/1/2021 BIA,,,,,,"$5,988.95",21
Name on File,Address on File,On file,11/4/2021 BIA,,,,,,"$2,324.66",21
Name on File,Address on File,On file,1/18/2022 BIA,,,,,,"$1,799.92",21
Name on File,Address on File,On file,2/29/2020 BIA,,,,,,"$8,868.99",21
Name on File,Address on File,On file,8/3/2021 BIA,,,,,,$161.41,21
Name on File,Address on File,On file,4/3/2021 BIA,,,,,,"$1,494.55",21
Name on File,Address on File,On file,12/14/2021 BIA,,,,,,$0.08,21
Name on File,Address on File,On file,3/21/2021 BIA,,,,,,$704.51,21
Name on File,Address on File,On file,7/9/2021 BIA,,,,,,"$3,314.46",21
Name on File,Address on File,On file,1/4/2021 BIA,,,,,,$386.10,21
Name on File,Address on File,On file,4/6/2021 BIA,,,,,,$4.52,21
Name on File,Address on File,On file,10/13/2021 BIA,,,,,,$9.98,21
Name on File,Address on File,On file,5/22/2021 BIA,,,,,,$0.14,21
Name on File,Address on File,On file,1/22/2021 BIA,,,,,,$93.22,21
Name on File,Address on File,On file,4/10/2021 BIA,,,,,,"$1,940.25",21
Name on File,Address on File,On file,8/16/2020 BIA,,,,,,"$3,069.63",21
Name on File,Address on File,On file,10/27/2022 BIA,,,,,,$74.97,21
Name on File,Address on File,On file,2/4/2022 BIA,,,,,,"$4,668.56",21
Name on File,Address on File,On file,1/24/2021 BIA,,,,,,$38.81,21
Name on File,Address on File,On file,5/25/2021 BIA,,,,,,$182.17,21
Name on File,Address on File,On file,4/10/2021 BIA,,,,,,$3.32,21
Name on File,Address on File,On file,3/3/2022 BIA,,,,,,"$2,219.75",21
Name on File,Address on File,On file,5/25/2021 BIA,,,,,,$43.11,21
Name on File,Address on File,On file,1/11/2022 BIA,,,,,,$0.21,21
Name on File,Address on File,On file,4/13/2021 BIA,,,,,,"$33,607.67",21
Name on File,Address on File,On file,4/21/2021 BIA,,,,,,$36.55,21
Name on File,Address on File,On file,1/27/2022 BIA,,,,,,"$4,044.40",21
Name on File,Address on File,On file,4/24/2021 BIA,,,,,,"$13,868.99",21
Name on File,Address on File,On file,8/18/2021 BIA,,,,,,$152.98,21
Name on File,Address on File,On file,1/7/2021 BIA,,,,,,"$4,055.67",21
Name on File,Address on File,On file,4/3/2022 BIA,,,,,,$327.00,21
Name on File,Address on File,On file,2/22/2020 BIA,,,,,,$0.01,21
Name on File,Address on File,On file,5/31/2021 BIA,,,,,,"$5,370.22",21
Name on File,Address on File,On file,4/3/2021 BIA,,,,,,$29.13,21
Name on File,Address on File,On file,11/11/2021 BIA,,,,,,$1.97,21
Name on File,Address on File,On file,6/11/2021 BIA,,,,,,$530.95,21
Name on File,Address on File,On file,10/24/2021 BIA,,,,,,$509.08,21
Name on File,Address on File,On file,8/18/2019 BIA,,,,,,$27.40,21
Name on File,Address on File,On file,5/20/2021 BIA,,,,,,"$2,572.38",21
Name on File,Address on File,On file,5/2/2021 BIA,,,,,,"$26,080.13",21
Name on File,Address on File,On file,1/14/2021 BIA,,,,,,$541.04,21
Name on File,Address on File,On file,3/27/2021 BIA,,,,,,$159.83,21
Name on File,Address on File,On file,3/13/2022 BIA,,,,,,"$3,236.12",21
Name on File,Address on File,On file,12/3/2021 BIA,,,,,,$272.96,21
Name on File,Address on File,On file,7/5/2021 BIA,,,,,,$277.88,21
Name on File,Address on File,On file,5/8/2022 BIA,,,,,,$24.76,21
Name on File,Address on File,On file,7/4/2021 BIA,,,,,,"$10,078.50",21
Name on File,Address on File,On file,3/28/2021 BIA,,,,,,$194.63,21
Name on File,Address on File,On file,9/17/2021 BIA,,,,,,$465.83,21
Name on File,Address on File,On file,7/12/2021 BIA,,,,,,$145.07,21
Name on File,Address on File,On file,7/22/2020 BIA,,,,,,$2.00,21
Name on File,Address on File,On file,5/11/2021 BIA,,,,,,$853.53,21
Name on File,Address on File,On file,5/19/2020 BIA,,,,,,"$5,183.63",21
Name on File,Address on File,On file,2/24/2021 BIA,,,,,,$6.90,21
Name on File,Address on File,On file,11/26/2021 BIA,,,,,,$10.09,21
Name on File,Address on File,On file,4/29/2021 BIA,,,,,,$228.20,21
Name on File,Address on File,On file,6/17/2021 BIA,,,,,,$14.51,21
Name on File,Address on File,On file,1/26/2021 BIA,,,,,,$29.71,21
Name on File,Address on File,On file,5/9/2021 BIA,,,,,,$638.24,21
Name on File,Address on File,On file,3/16/2022 BIA,,,,,,$0.28,21
Name on File,Address on File,On file,2/16/2022 BIA,,,,,,$0.01,22
Name on File,Address on File,On file,1/7/2022 BIA,,,,,,$3.68,22
Name on File,Address on File,On file,3/23/2021 BIA,,,,,,$523.52,22
Name on File,Address on File,On file,9/3/2021 BIA,,,,,,"$4,277.82",22
Name on File,Address on File,On file,1/7/2022 BIA,,,,,,$374.49,22
Name on File,Address on File,On file,5/8/2022 BIA,,,,,,"$1,833.98",22
Name on File,Address on File,On file,6/3/2021 BIA,,,,,,"$2,292.63",22
Name on File,Address on File,On file,10/16/2021 BIA,,,,,,$3.96,22
Name on File,Address on File,On file,3/3/2021 BIA,,,,,,$36.16,22
Name on File,Address on File,On file,3/24/2021 BIA,,,,,,$15.35,22
Name on File,Address on File,On file,2/24/2021 BIA,,,,,,$142.95,22
Name on File,Address on File,On file,3/23/2022 BIA,,,,,,$145.99,22
Name on File,Address on File,On file,3/26/2022 BIA,,,,,,$87.28,22
Name on File,Address on File,On file,10/7/2021 BIA,,,,,,"$1,895.08",22
Name on File,Address on File,On file,2/12/2022 BIA,,,,,,$13.66,22
Name on File,Address on File,On file,11/8/2021 BIA,,,,,,$4.41,22
Name on File,Address on File,On file,11/22/2021 BIA,,,,,,$44.45,22
Name on File,Address on File,On file,12/23/2021 BIA,,,,,,$31.34,22
Name on File,Address on File,On file,10/5/2021 BIA,,,,,,$2.25,22
Name on File,Address on File,On file,2/11/2021 BIA,,,,,,$69.22,22
Name on File,Address on File,On file,1/5/2022 BIA,,,,,,$633.82,22
Name on File,Address on File,On file,10/5/2021 BIA,,,,,,"$3,233.36",22
Name on File,Address on File,On file,7/16/2021 BIA,,,,,,$500.41,22
Name on File,Address on File,On file,1/9/2021 BIA,,,,,,"$4,059.74",22
Name on File,Address on File,On file,1/25/2021 BIA,,,,,,$1.99,22
Name on File,Address on File,On file,2/1/2022 BIA,,,,,,$4.18,22
Name on File,Address on File,On file,12/22/2021 BIA,,,,,,$1.04,22
Name on File,Address on File,On file,8/3/2020 BIA,,,,,,"$5,446.59",22
Name on File,Address on File,On file,11/12/2021 BIA,,,,,,"$1,271.92",22
Name on File,Address on File,On file,5/23/2021 BIA,,,,,,$903.46,22
Name on File,Address on File,On file,1/16/2021 BIA,,,,,,"$2,723.07",22
Name on File,Address on File,On file,5/16/2022 BIA,,,,,,$438.57,22
Name on File,Address on File,On file,12/4/2020 BIA,,,,,,"$2,337.02",22
Name on File,Address on File,On file,11/16/2020 BIA,,,,,,"$1,795.02",22
Name on File,Address on File,On file,10/3/2021 BIA,,,,,,$1.27,22
Name on File,Address on File,On file,2/23/2021 BIA,,,,,,"$8,516.49",22
Name on File,Address on File,On file,9/28/2021 BIA,,,,,,"$2,301.94",22
Name on File,Address on File,On file,12/8/2021 BIA,,,,,,$242.32,22
Name on File,Address on File,On file,3/24/2022 BIA,,,,,,$0.01,22
Name on File,Address on File,On file,4/26/2021 BIA,,,,,,"$1,125.72",22
Name on File,Address on File,On file,7/8/2020 BIA,,,,,,$0.17,22
Name on File,Address on File,On file,2/23/2021 BIA,,,,,,"$5,316.77",22
Name on File,Address on File,On file,3/10/2021 BIA,,,,,,"$5,083.23",22
Name on File,Address on File,On file,2/15/2021 BIA,,,,,,"$2,108.55",22
Name on File,Address on File,On file,10/15/2021 BIA,,,,,,$9.89,22
Name on File,Address on File,On file,2/9/2022 BIA,,,,,,$12.76,22
Name on File,Address on File,On file,10/12/2021 BIA,,,,,,$0.15,22
Name on File,Address on File,On file,1/15/2022 BIA,,,,,,$248.99,22
Name on File,Address on File,On file,1/14/2021 BIA,,,,,,$1.67,22
Name on File,Address on File,On file,8/10/2021 BIA,,,,,,"$31,132.77",22
Name on File,Address on File,On file,3/23/2022 BIA,,,,,,$10.30,22
Name on File,Address on File,On file,6/8/2020 BIA,,,,,,$24.36,22
Name on File,Address on File,On file,2/10/2022 BIA,,,,,,$13.81,22
Name on File,Address on File,On file,11/19/2021 BIA,,,,,,$24.52,22
Name on File,Address on File,On file,2/23/2021 BIA,,,,,,"$2,913.15",22
Name on File,Address on File,On file,10/7/2021 BIA,,,,,,$2.44,22
Name on File,Address on File,On file,6/2/2021 BIA,,,,,,$0.83,22
Name on File,Address on File,On file,1/26/2022 BIA,,,,,,$172.63,22
Name on File,Address on File,On file,5/20/2021 BIA,,,,,,$410.10,22
Name on File,Address on File,On file,6/6/2021 BIA,,,,,,$17.57,22
Name on File,Address on File,On file,1/25/2022 BIA,,,,,,$387.45,22
Name on File,Address on File,On file,11/13/2021 BIA,,,,,,$0.96,22
Name on File,Address on File,On file,12/23/2021 BIA,,,,,,$0.06,22
Name on File,Address on File,On file,2/13/2021 BIA,,,,,,"$6,027.29",23
Name on File,Address on File,On file,11/10/2020 BIA,,,,,,"$4,460.78",23
Name on File,Address on File,On file,9/12/2021 BIA,,,,,,$533.97,23
Name on File,Address on File,On file,6/6/2019 BIA,,,,,,$10.92,23
Name on File,Address on File,On file,7/23/2021 BIA,,,,,,$0.19,23
Name on File,Address on File,On file,6/27/2021 BIA,,,,,,"$7,609.32",23
Name on File,Address on File,On file,3/21/2021 BIA,,,,,,$175.35,23
Name on File,Address on File,On file,2/2/2021 BIA,,,,,,"$6,502.33",23
Name on File,Address on File,On file,10/15/2020 BIA,,,,,,$4.48,23
Name on File,Address on File,On file,10/17/2020 BIA,,,,,,$52.49,23
Name on File,Address on File,On file,1/12/2021 BIA,,,,,,"$8,022.86",23
Name on File,Address on File,On file,10/26/2020 BIA,,,,,,"$24,244.83",23
Name on File,Address on File,On file,5/19/2021 BIA,,,,,,"$4,112.64",23
Name on File,Address on File,On file,3/11/2021 BIA,,,,,,$180.58,23
Name on File,Address on File,On file,4/19/2021 BIA,,,,,,"$2,182.77",23
Name on File,Address on File,On file,7/15/2021 BIA,,,,,,"$1,880.94",23
Name on File,Address on File,On file,1/24/2021 BIA,,,,,,"$1,410.61",23
Name on File,Address on File,On file,1/23/2022 BIA,,,,,,$801.85,23
Name on File,Address on File,On file,12/22/2021 BIA,,,,,,"$21,090.58",23
Name on File,Address on File,On file,2/15/2022 BIA,,,,,,$93.69,23
Name on File,Address on File,On file,4/3/2021 BIA,,,,,,$157.28,23
Name on File,Address on File,On file,4/21/2021 BIA,,,,,,$6.66,23
Name on File,Address on File,On file,4/4/2022 BIA,,,,,,$1.15,23
Name on File,Address on File,On file,5/26/2022 BIA,,,,,,"$1,561.86",23
Name on File,Address on File,On file,5/18/2022 BIA,,,,,,$2.32,23
Name on File,Address on File,On file,1/13/2021 BIA,,,,,,"$5,054.58",23
Name on File,Address on File,On file,5/3/2021 BIA,,,,,,$2.31,23
Name on File,Address on File,On file,4/2/2022 BIA,,,,,,$0.28,23
Name on File,Address on File,On file,10/16/2021 BIA,,,,,,"$1,153.00",23
Name on File,Address on File,On file,4/10/2022 BIA,,,,,,$0.29,23
Name on File,Address on File,On file,4/7/2022 BIA,,,,,,$233.15,23
Name on File,Address on File,On file,10/1/2021 BIA,,,,,,$3.47,23
Name on File,Address on File,On file,12/12/2021 BIA,,,,,,"$18,632.64",23
Name on File,Address on File,On file,2/7/2021 BIA,,,,,,$841.87,23
