Name of Owner,Address,AccountNum,Debt Date Incurred,Basis for Claim,Contigent,Unliquidated,Disputed,offset,Total Claim,Page Number
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.09,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.13,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$17.84,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.13,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$22.20,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$17.59,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$10.88,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.30,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$257.32,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.73,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.65,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.63,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.59,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.25,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.10,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.70,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.56,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$131.07,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.08,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.03,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$12.38,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.40,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$207.89,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$11.76,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.48,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$20.81,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$222.28,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.40,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.26,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.96,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.81,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$10.36,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.80,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$217.92,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.10,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.25,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.29,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$73.16,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.09,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.06,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.18,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.42,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.38,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.40,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.51,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.81,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.27,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$12.24,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.88,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$64.80,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.08,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.77,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.40,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.90,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.90,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$26.95,21
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.87,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.33,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$314.54,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$51.82,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.38,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.24,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.98,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.50,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.53,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.21,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.04,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.15,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.25,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.37,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$10.33,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.39,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.00,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.10,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$10.40,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.04,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$51.04,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.05,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.01,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.10,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.35,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.34,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.57,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$44.28,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.20,22
Name on File,Address on File,On File,11/28/2022,BPC Interest,,,,,$490.49,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.25,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.98,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.05,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$27.67,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.99,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$6.75,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$15.15,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.49,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.28,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.19,22
Name on File,Address on File,On File,11/28/2022,BPC Interest,,,,,"$1,684.83",22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.33,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.25,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.30,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$108.24,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.92,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.48,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.82,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.12,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$57.83,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.61,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.62,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.19,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.06,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$158.74,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$18.82,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$233.21,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$32.93,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$43.24,22
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$67.30,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.75,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.37,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$65.72,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.28,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.20,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.35,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$73.11,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$6.68,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.36,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.04,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.41,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$295.93,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.37,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.12,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.53,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.70,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.78,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.36,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.02,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.38,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.04,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.35,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.39,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$6.94,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.17,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$18.93,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.94,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$15.34,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$33.25,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.31,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.51,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.51,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.41,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$38.75,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.15,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.64,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.25,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.54,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.87,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,"$1,028.07",23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.37,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.21,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.82,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.67,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$15.02,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.74,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$11.79,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.48,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$30.11,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$55.72,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$20.70,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.03,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.34,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.21,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$13.40,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.29,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.12,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.05,23
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.37,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.94,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.96,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,"$17,086.58",24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.13,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.88,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.13,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.33,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$139.79,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$12.74,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$19.64,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.12,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$21.47,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.16,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.71,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.76,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.52,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.28,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.76,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.23,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.33,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$87.18,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.09,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$38.86,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.03,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$21.64,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.96,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.33,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.09,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.31,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.24,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.18,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.16,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$13.98,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.38,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.45,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.31,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.71,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.07,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.60,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.17,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.56,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$143.99,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$51.22,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$245.37,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.11,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.14,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.51,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.59,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.36,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$86.17,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.16,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.64,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$14.16,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.24,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$69.55,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.16,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.51,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.71,24
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.01,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.85,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$15.27,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.23,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$14.17,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.74,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$48.33,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.23,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$11.63,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.69,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$21.04,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.12,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.21,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.02,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.61,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$30.65,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.10,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.84,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.04,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.44,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.21,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.01,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.68,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.21,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.22,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.12,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.02,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.87,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.95,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.72,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.53,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$25.57,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.92,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$17.56,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.99,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.02,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.02,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.00,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.17,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$6.16,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.52,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.33,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.77,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$12.13,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.14,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$222.85,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$14.99,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.05,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.80,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.28,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.73,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$41.30,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$54.69,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.91,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$68.93,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.06,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.28,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$19.30,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.12,25
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$55.99,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$17.83,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.85,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.24,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.42,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.15,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.47,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$52.52,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$28.41,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$11.83,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$70.49,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.02,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.11,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.89,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.39,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.71,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$19.20,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.34,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.40,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.43,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.23,26
Name on File,Address on File,On File,11/28/2022,BPC Interest,,,,,$36.15,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.53,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.66,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.01,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$46.32,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.98,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.30,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.03,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.08,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.34,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$19.98,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$18.17,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.95,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.40,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$37.85,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.89,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$22.50,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.51,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$21.04,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.00,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.18,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.79,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.17,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.98,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.68,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.17,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.47,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.69,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$7.76,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.95,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.10,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.48,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$4.42,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.91,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.74,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$15.73,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.71,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$42.51,26
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.15,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$1.21,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.22,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$2.35,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$8.97,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.02,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$6.02,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$9.79,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$31.01,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$5.19,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$78.32,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.98,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$10.23,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$0.03,27
Name on File,Address on File,On File,11/28/2022,BIA Interest,,,,,$3.27,27
